2024-12-29T11:21:02.434836500-05:00 - INFO - Starting Multi Manager application...
2024-12-29T11:21:02.435103500-05:00 - INFO - Loading workspaces from file...
2024-12-29T11:21:02.435181600-05:00 - INFO - Successfully loaded workspaces from 'workspaces.json'.
2024-12-29T11:21:02.435193-05:00 - INFO - Starting hotkey event handler thread...
2024-12-29T11:21:02.435246800-05:00 - INFO - Launching GUI...
2024-12-29T11:21:06.912678-05:00 - INFO - Moved window to position (0, 0), size (800, 600).
2024-12-29T11:21:06.912704-05:00 - INFO - Moved window '*Untitled - Notepad' to home position.
2024-12-29T11:21:06.915409900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.917951500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.922073600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.006635400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.007803500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.009645700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.013540700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.017771300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.022067-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.026055900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.030270200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.034591-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.038895400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.042784500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.046929-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.051163-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.055455100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.059646100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.063499400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.067694200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.071950500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.076023500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.080233400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.084388500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.088908300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.092686400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.096856500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.101377100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.105292100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.109457600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.113544700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.117780100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.122017700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.126096300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.130714800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.134428800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.138625-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.142759-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.146918-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.151116200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.203783-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.204642-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.205436600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.289736400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.298136500-05:00 - INFO - Moved window to position (2400, 0), size (800, 600).
2024-12-29T11:21:07.298166200-05:00 - INFO - Moved window '*Untitled - Notepad' to target position.
2024-12-29T11:21:07.300512900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.301250700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.305693100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.378478300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.379128-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.380758200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.389954300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.390613200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.393027400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.397807-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.401626900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.405774700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.409931100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.414581500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.418077200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.422445400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.426425100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.430783100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.434902100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.439073800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.443231500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.447520-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.452181700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.455668800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.460494700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.464173600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.468057100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.472243700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.476614-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.480800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.484744500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.488944-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.493065800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.497364900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.501421200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.505560700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.509793600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.514830300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.518211600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.522295-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.526623200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.530662300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.534776600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.538985200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.543188800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.547401100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.551442-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.555687600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.559951700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.564243300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.568143900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.572357100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.576465-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.580780400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.584804900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.589109800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.593820400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.603473300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.604244600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.605813900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.609915200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.614058500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.618194700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.622490100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.626607300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.630843300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.634948500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.639030-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.643218300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.647502900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.651577600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.655758800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.659889100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.664374800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.668452600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.672522100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.676584100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.702809300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.704257300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.705995600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.754595500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.755126700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.755815800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.767467300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.768043800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.768627200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.779514200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.780381700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.780976500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.785010500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.789724600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.793371200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.797578600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.803491100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.805984800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.810151900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.822616800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.823277300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.826703800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.842094900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.842708100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.843613700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.851090-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.851941400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.856147300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.860108200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.864541100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.868553200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.873051100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.876960800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.881370700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.885390700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.889647200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.893569700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.897820100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.901893900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.906086100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.910382900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.914698200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.918656300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.922885100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.926977500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.931616400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.935258400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.939414300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.943617100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.947971600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.952114700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.958005900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.960382900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.964460-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.968654900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.972783100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.977546-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.981115300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.985241200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.994930100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.995512300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:07.997831600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.001882100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.006973-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.010317100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.014575900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.018551800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.022779-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.027030700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.031120900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.035243500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.039552400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.045844200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.047911700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.051954100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.056121600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.060269100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.064624100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.069054600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.072820-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.077084-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.081233800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.085298300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.089546100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.093661200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.097948300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.120660800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.121700300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.122830800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.174668100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.175766200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.177250900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.193784300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.195440500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.198013-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.205051400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.206307-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.210653400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.220574900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.221199200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.222964500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.297199900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.299575400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.302845300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.328878400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.330561-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.332311400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.378428700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.379095-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.381555500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.462090500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.463174200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.465339100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.480443900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.482622900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.485915800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.490608700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.504168300-05:00 - INFO - Moved window to position (0, 0), size (800, 600).
2024-12-29T11:21:08.504197-05:00 - INFO - Moved window '*Untitled - Notepad' to home position.
2024-12-29T11:21:08.508331500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.509861900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.510731500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.518497300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.519180200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.523305600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.559942-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.560739-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.561283300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.586901700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.587571700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.590206300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.594735700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.598420700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.602720900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.606835700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.610999900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.615897300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.619597300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.623576600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.627539500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.631823700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.635911700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.640101700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.644332100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.648710300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.652903700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.656809900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.660991200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.665404500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.669575300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.673578800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.678302900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.682110-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.686148800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.690141600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.694282700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.698781600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.702762100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.707003800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.711067700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.715414600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.719524800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.723484700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.727805600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.731961300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.736100400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.740194100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.744443500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.748567600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.752825900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.756833100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.761056100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.765365900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.769452200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.773984500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.777678200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.782136600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.786245500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.790485500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.794363900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.835640600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.837752800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.841018700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.853970500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.855915900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.857305300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.861313900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.875708200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.877700500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.878789-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.882437600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.889955-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.891706600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.894696800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.902397300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.903506-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.907161800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.911215-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.915546500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.919488800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.923690300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.927797200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.933621300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.936144400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.940387-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.944484700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.948819200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.952871200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.957235700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.961348700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.965413400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.969538200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.973718400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.977875600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.982085500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.986222400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.990489600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.994601700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:08.998816300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.002880400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.007113600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.011315300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.015585600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.019677200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.023872400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.027960100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.032207600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.036273100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.040571100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.044674400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.048906300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.053027400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.057239700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.062059500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.065578200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.069808900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.074089300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.078079500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.082274300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.086752100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.090653300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.094761700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.098905900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.103099500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.107370300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.111376-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.115513100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.209674900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.211549300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.212603500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:09.283233600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.013615400-05:00 - INFO - Enter key pressed.
2024-12-29T11:21:11.013689900-05:00 - INFO - Active window title: '*Untitled - Notepad'
2024-12-29T11:21:11.013706100-05:00 - INFO - Captured active window: '*Untitled - Notepad'.
2024-12-29T11:21:11.028879300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.030741-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.034264500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.148255900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.149073600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.150872600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.155042-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.159210600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.163392700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.167501700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.171744700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.175823900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.180414500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:11.184216900-05:00 - INFO - Rendering main panel...
